id,teacher_id,observer_id,date,raw_notes,enhanced_notes,standards_tagged,type,score,feedback,follow_up_required,follow_up_date,created_at
4ba59b9f-2b41-4b86-9aa7-61c0eada6e16,64d99a10-21e4-40ca-9bf1-4311e3eea1c1,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2025-01-08,"Jan 8, 2025 – CSTP 5: Assessment
Student-created rubric titled “Does Your Song Have Soul?”

Informal critiques encouraged, but criteria remained subjective

One student asked, “Am I done?” Phoebe replied, “Do you feel done?”

Good student ownership, minimal teacher-driven checks
Rating: 3",,[],walkthrough,,,false,,2025-07-31 17:15:08.51956+00
51092424-bb51-4ea1-98eb-9017bddcff3f,ecd6f2a5-f5e5-449b-82f7-96eafc03ae50,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-10-29,"Oct 29, 2024 – CSTP 3: Planning
Students used Cornell notes to analyze Washington’s Farewell Address

Clear graphic organizer for “3 Warnings”

Students asked thoughtful questions, including “What if he had run again?”

Dwight replied, “That would have led to monarchy. Like beet czars. Bad.”
Rating: 4",,[],walkthrough,,,false,,2025-07-31 17:25:48.583609+00
52ee1806-7e4a-4001-b4f2-33e0aab853e0,15cac10c-7d00-4f0f-bf5e-f407f8354126,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-10-07,"Oct 7, 2024 – CSTP 3: Planning
Students working on solving quadratics by completing the square

Sheldon used a Star Trek metaphor to describe the “transformation”

Strong pacing, but no checks for student understanding until end

Students followed steps, but minimal questioning was observed
Rating: 3",,[],walkthrough,,,false,,2025-07-31 17:17:15.386367+00
53deaa5a-9b11-44f1-b252-7ead9c9cec74,405309af-c206-4a3c-8479-ef6aa2dd8d4f,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2025-01-31,"Jan 31, 2025 – Final Performance Prep Workshop
CSTP Focus: 1, 4, 5

Pre-Observation:
Tobias described the lesson as “a crescendo of spirit and rehearsal,” where students would revise, block, and rehearse their final scenes in preparation for the Winter Showcase.

Observation Notes
Opening (11:00–11:10 AM)

Students entered to dramatic orchestral music playing softly

Tobias rallied the class: “Today we don’t act—we become!”

Clear goals projected: “Polish delivery, refine movement, enhance emotional commitment”

Students split into scene groups with printed scripts, blocking diagrams, and props

Workshop Rehearsal (11:10–11:35 AM)

Group 1 worked on a dramatic breakup scene; Tobias paused to ask, “What’s your objective in this moment?”

Group 2 rehearsed a slapstick piece; Tobias demoed a pratfall, landing softly on a mat (“Years of theater... and one year of Blue Man Group tryouts.”)

Students visibly invested, asking questions about projection and emotional tone

A few technical glitches with lighting/sound cue timing—Tobias made light of it but didn’t troubleshoot

Reflection & Wrap-Up (11:35–11:45 AM)

Each group performed a 60-second excerpt

Peer applause followed by feedback in “roses and thorns” format

Tobias reminded students of the showcase and encouraged: “Let this be your opening night energy!”

Students exited with high spirits

Strengths
Students actively engaged in high-level creative tasks

Clear effort to push students emotionally and artistically

Warm, affirming environment for risk-taking

Areas for Growth
Increase clarity in modeling specific acting techniques

Structure feedback more consistently to ensure all students benefit

Tech integration (sound/light) needs more preparation

Overall Rating: 3","# Classroom Observation Report

**Teacher:** Tobias Fünke  
**Date:** January 31, 2025  
**Lesson:** Final Performance Prep Workshop  
**Time:** 11:00 AM - 11:45 AM  
**CSTP Focus Areas:** 1, 4, 5  
**Overall Rating:** 3

## Observation Summary

This 45-minute performance preparation workshop demonstrated strong student engagement and creative risk-taking in a supportive classroom environment. The teacher effectively facilitated small group rehearsals while providing individualized coaching, though technical preparation and systematic feedback delivery present opportunities for growth.

## Pre-Observation Context

The teacher described the planned lesson as *""a crescendo of spirit and rehearsal,""* with objectives focused on scene revision, blocking refinement, and rehearsal preparation for the upcoming Winter Showcase performance.

## Key Observations

### Opening Activity (11:00-11:10 AM)
- **Atmospheric Setup**: Students entered to soft dramatic orchestral music, immediately establishing the creative tone
- **Clear Motivation**: Teacher rallied students with *""Today we don't act—we become!""* creating energy and focus
- **Explicit Learning Goals**: Objectives were clearly projected for all students:
  - Polish delivery
  - Refine movement  
  - Enhance emotional commitment
- **Organized Transitions**: Students efficiently divided into scene groups with prepared materials (scripts, blocking diagrams, props)

### Workshop Rehearsal Phase (11:10-11:35 AM)
- **Differentiated Coaching**: Teacher moved between groups, providing targeted feedback
  - Group 1 (dramatic breakup scene): Used questioning strategy *""What's your objective in this moment?""*
  - Group 2 (slapstick piece): Demonstrated physical comedy technique with safety considerations
- **Personal Connection**: Teacher shared relevant experience (*""Years of theater... and one year of Blue Man Group tryouts""*) to build rapport
- **Student Initiative**: Students actively sought feedback on projection and emotional tone
- **Technical Challenges**: Lighting and sound cue timing issues occurred; teacher maintained positive atmosphere but did not address technical problems

### Reflection & Performance (11:35-11:45 AM)
- **Structured Sharing**: Each group performed 60-second excerpts
- **Peer Feedback Protocol**: Implemented *""roses and thorns""* feedback format
- **Future Focus**: Teacher connected current work to upcoming showcase performance
- **Positive Closure**: Students departed with high energy and enthusiasm

## Notable Teaching Strategies Observed

- **Questioning Techniques**: Used open-ended questions to guide student reflection on character motivation
- **Physical Modeling**: Demonstrated movement techniques with attention to safety protocols
- **Peer Learning**: Facilitated structured peer feedback opportunities
- **Performance Preparation**: Connected daily practice to authentic performance goals

## Student Engagement Indicators

- **High Investment**: Students were visibly engaged and committed to their creative work
- **Self-Advocacy**: Students initiated requests for specific feedback on technical skills
- **Risk-Taking**: Comfortable attempting challenging emotional and physical performance elements
- **Positive Energy**: Maintained enthusiasm throughout the workshop and departed with high spirits

## Areas of Strength

- **Supportive Environment**: Created a **warm, affirming classroom culture** that encouraged creative risk-taking
- **Student-Centered Approach**: Facilitated **high-level creative tasks** that challenged students artistically and emotionally
- **Clear Structure**: Provided explicit learning objectives and organized efficient group rotations
- **Authentic Assessment**: Connected classroom work to real performance opportunities

## Areas for Growth

- **Technical Skill Instruction**: **Increase clarity in modeling specific acting techniques** through more systematic demonstration and practice
- **Feedback Consistency**: **Structure feedback protocols more systematically** to ensure all students receive equitable coaching opportunities  
- **Technology Integration**: **Improve preparation of technical elements** (sound and lighting) to minimize disruptions and maximize learning time

## Next Steps

1. **Develop a feedback checklist** to ensure consistent coaching across all student groups
2. **Create technical rehearsal protocols** for sound and lighting integration
3. **Consider video recording** technique demonstrations for student reference
4. **Establish peer coaching partnerships** to extend feedback opportunities beyond teacher-student interactions

---

*This observation reflects a dynamic, student-centered learning environment with strong creative engagement and clear connections to authentic performance goals.*",[],formal,,,false,,2025-07-31 17:37:11.67604+00
5cc6949e-7152-4f5a-9606-58069366bd8d,15cac10c-7d00-4f0f-bf5e-f407f8354126,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-10-28,"Oct 28, 2024 – CSTP 4: Strategies
Visual aids included a chart of all factoring methods with color codes

“Sheldon’s Law of Precision” written on board: “Show every step or prepare to be corrected!”

Cold called three students using dice-rolling system

Academic rigor high, but tone discouraged risk-taking
Rating: 2",,[],informal,,,false,,2025-07-31 17:17:30.321948+00
5e25ca24-9d69-40ae-8a94-865b1a5efaf2,15cac10c-7d00-4f0f-bf5e-f407f8354126,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-09-13,"Sept 13, 2024 – CSTP 2: Environment
Entered class to “Fun With Flags” background music and a math riddle

Seating chart arranged by strategic ability pairings

Sheldon used “positive reinforcement tokens” redeemable for extra credit

Tone was rigid but structured
Rating: 3",,[],walkthrough,,,false,,2025-07-31 17:16:59.962405+00
62b0994b-6814-4355-8ddf-33c3b9f1ac11,f93c524e-7cdb-45e2-b096-30d6080e77a7,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2025-01-24,"Jan 24, 2025 – Opinion Writing and Source Validation
CSTP Focus: 1, 3, 5

Pre-Observation:
Liz shared that students were preparing opinion pieces on current issues. Goal: strengthen arguments using vetted, credible sources and voice-driven writing.

During Observation:

Mini-lesson on bias and source reliability, using real headlines from Buzzfeed and The New York Times

Students practiced annotating sources with claim/evidence/reasoning structure

Liz used current student drafts to model quote integration

Students worked in pairs to evaluate each other’s evidence

Closure included Kahoot quiz on spotting bias

Strengths:

Excellent scaffolding of abstract concepts

Relatable examples helped deepen engagement

Peer and teacher feedback both evident

Growth Areas:

Consider adding more structure to partner evaluation criteria

Time management: final share-out ran short
Rating: 4","# Classroom Observation Report

**Teacher:** Liz Lemon  
**Date:** January 24, 2025  
**Focus:** Opinion Writing and Source Validation  
**CSTP Standards:** 1, 3, 5  
**Overall Rating:** 4

---

## Observation Summary

Ms. Lemon delivered a well-structured lesson focused on strengthening students' opinion writing through source validation and bias recognition. The lesson effectively combined direct instruction with collaborative learning opportunities, demonstrating strong pedagogical practices in teaching critical thinking skills. Students were actively engaged throughout the session, working on current issues-based opinion pieces with emphasis on credible source integration.

## Pre-Observation Context

During the pre-observation conference, Ms. Lemon outlined her instructional goals for students who were in the process of preparing opinion pieces on current issues. Her primary objective was to **strengthen student arguments** through the use of vetted, credible sources while developing voice-driven writing skills.

## Key Observations

### **Opening Mini-Lesson**
- Conducted focused instruction on **bias recognition** and **source reliability**
- Used authentic, contrasting examples from real media sources (BuzzFeed vs. The New York Times headlines)
- Demonstrated clear scaffolding of abstract concepts through concrete examples

### **Guided Practice**
- Students engaged in **annotation practice** using the claim/evidence/reasoning structure
- Ms. Lemon modeled effective **quote integration techniques** using current student draft examples
- Instruction was directly connected to student work, increasing relevance and engagement

### **Collaborative Learning**
- Students worked in **structured pairs** to evaluate each other's evidence
- Peer feedback opportunities were embedded throughout the lesson
- Both teacher and peer feedback were evident during work time

### **Lesson Closure**
- Interactive **Kahoot quiz** focused on bias identification skills
- Technology integration supported engagement and formative assessment

## Strengths

- **Excellent scaffolding techniques** made abstract concepts of bias and source credibility accessible to students
- **Highly relatable examples** using familiar media sources deepened student engagement and understanding
- **Balanced feedback approach** incorporating both teacher guidance and peer evaluation
- **Authentic learning experiences** through use of current student work as instructional models
- **Strong connection** between lesson objectives and student writing goals

## Areas for Growth

### **Instructional Structure**
- Consider developing **more structured criteria** for partner evaluation activities to maximize the effectiveness of peer feedback sessions

### **Time Management**
- **Final share-out component** was abbreviated due to time constraints
- Consider adjusting pacing to ensure adequate time for closure and student reflection

## Next Steps

1. **Develop evaluation rubrics** or checklists to guide student peer assessments
2. **Review lesson pacing** to ensure all components receive adequate time allocation
3. **Continue building** on the strong foundation of source validation skills in upcoming lessons

---

*This observation reflects strong instructional practices with minor adjustments needed for enhanced student collaboration and time management.*",[],formal,,,false,,2025-07-31 16:54:49.441852+00
6aee0c7e-055f-43a8-8920-58393d4403d4,8460b274-9d63-4644-a0d1-22467158544b,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-11-20,"CSTP 5: Assessment
Students working on business plans, peer critique in progress

Rubric mentioned verbally but not displayed

Feedback given by peers was vague (“Looks good!”)

Michael offered positive encouragement but no actionable feedback
Rating: 2",,[],informal,,,false,,2025-07-31 17:00:33.6142+00
6c80d6b4-29a1-4c90-8fd3-9edf553a8e26,8460b274-9d63-4644-a0d1-22467158544b,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-10-01,"Oct 1, 2024 – CSTP 3: Planning
Simulation: “Pitch your own business” in pairs

High student engagement, but inconsistent directions

Students unsure about expectations for deliverables

Michael told one group, “Just follow your dreams!”
Rating: 2",,[],walkthrough,,,false,,2025-07-31 16:59:57.787117+00
6ea8498a-cf6c-4ddd-9745-d2f8af47e3f4,dde35a26-b210-4ef7-b227-3b8207742d1c,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-10-04,"""- Students in teams for relay games with roles rotated
- All students participated actively
- Ted gave affirming shoutouts (“Way to hustle, Dani!”)
- Focus on inclusion and joy""","# Classroom Observation Report

**Teacher:** Ted Lasso  
**Date:** [Date to be filled]  
**Observer:** [Observer name to be filled]  
**Class Period:** [Period to be filled]

---

## Observation Summary

During this physical education class, students were organized into teams for relay-style activities with systematic role rotation. The lesson demonstrated strong emphasis on **inclusive participation** and creating a positive learning environment through encouragement and celebration of student effort.

## Key Observations

### Classroom Organization and Structure
- Students were arranged in **team-based formations** for relay games
- **Role rotation system** was implemented, ensuring all students experienced different positions
- Activities were structured to promote active participation from all class members

### Student Engagement and Participation
- **100% student participation** was observed across all activities
- Students remained actively engaged throughout the relay games
- Team-based structure facilitated peer collaboration and support

## Strengths

### Positive Reinforcement and Student Recognition
- Teacher provided **specific, affirming feedback** to individual students
- Used personalized encouragement (e.g., *""Way to hustle, Dani!""*)
- Created an atmosphere that celebrated student effort and achievement

### Inclusive Teaching Practices
- **Universal participation** - all students were actively involved
- Role rotation ensured equitable opportunities for different skill levels
- Maintained focus on **joy and inclusion** rather than competition alone

### Classroom Climate
- Fostered a **supportive learning environment**
- Emphasized effort and participation over performance
- Built positive relationships through individualized recognition

## Areas for Growth

*Note: Based on the limited observation notes provided, specific areas for growth cannot be definitively identified. Additional observation time would be beneficial to provide comprehensive feedback.*

## Next Steps

### Recommended Follow-up Observations
- Observe lesson planning and objective setting
- Document assessment strategies and student progress monitoring
- Note differentiation techniques for varying ability levels

### Questions for Follow-up Discussion
- How are learning objectives communicated to students?
- What assessment methods are used to measure student progress?
- How are students with different physical abilities accommodated?

---

**Observer Note:** *This report is based on limited observation notes focusing primarily on student engagement and positive classroom climate. A more comprehensive observation would provide additional insights into instructional strategies, assessment practices, and curriculum alignment.*",[],walkthrough,,,false,,2025-07-30 02:54:52.552031+00
8bdce780-05dc-4730-9a5b-95df1b515b77,345def57-3f8d-4651-ac48-2fafdb60832a,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2025-01-09,"Jan 9, 2025 – CSTP 6: Professionalism
Email to staff with thank-yous for Club Day support and event calendar

Coordinated guest speaker from city council; wrote personalized intros with students

Supported quieter students in reaching out to community partners

High follow-through and community presence
Rating: 4",,[],walkthrough,,,false,,2025-07-31 17:31:16.782002+00
92baa130-34a4-463f-ae3f-9fb5c2be324a,345def57-3f8d-4651-ac48-2fafdb60832a,d7da2f6c-63a6-4f5a-996b-eba7b016054e,2024-12-05,"Dec 5, 2024 – CSTP 5: Assessment
“Leadership Rubric” self-assessment with 4 indicators: initiative, collaboration, follow-through, and school spirit

Students gave each other “shout-outs” for observed leadership

Leslie used “Glow and Grow” sticky note feedback on portfolios

One student noted: “It’s like she knows everything we do. Somehow.”
Rating: 4",,[],walkthrough,,,false,,2025-07-31 17:31:02.707508+00
